epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,6208.54,0.48963,0.37214,0.89144,0.91568,0.89717,0.94913,0.8622,0.50272,0.39592,0.9388,0.003862,0.003862,0.003862
64,6310.06,0.47841,0.36598,0.88575,0.91002,0.9006,0.94942,0.8634,0.50158,0.39493,0.93904,0.003763,0.003763,0.003763
65,6411.35,0.48049,0.3685,0.88942,0.90973,0.9016,0.94867,0.86299,0.501,0.39505,0.9387,0.003664,0.003664,0.003664
66,6512.79,0.47966,0.36707,0.88715,0.90766,0.90182,0.94839,0.86255,0.50138,0.39581,0.93861,0.003565,0.003565,0.003565
67,6614.43,0.47514,0.36447,0.88616,0.90926,0.90204,0.94832,0.86257,0.50085,0.39573,0.93885,0.003466,0.003466,0.003466
68,6715.61,0.47771,0.36113,0.88764,0.90991,0.89751,0.94795,0.863,0.5005,0.3959,0.93945,0.003367,0.003367,0.003367
69,6816.76,0.47455,0.36122,0.88689,0.90907,0.89735,0.94781,0.86354,0.50013,0.39626,0.93951,0.003268,0.003268,0.003268
70,6917.59,0.47261,0.35993,0.88895,0.91203,0.8941,0.94764,0.86305,0.49993,0.39579,0.93923,0.003169,0.003169,0.003169
71,7018.95,0.46776,0.3523,0.88477,0.90888,0.89853,0.94772,0.86317,0.49909,0.39356,0.93785,0.00307,0.00307,0.00307
72,7120.47,0.46881,0.35014,0.88403,0.90014,0.90773,0.94797,0.8637,0.49943,0.39326,0.93763,0.002971,0.002971,0.002971
73,7221.72,0.46101,0.34877,0.88201,0.90664,0.90115,0.94752,0.86365,0.49946,0.39302,0.93737,0.002872,0.002872,0.002872
74,7323.51,0.45812,0.34411,0.88265,0.90555,0.90316,0.94738,0.8637,0.50019,0.39279,0.93842,0.002773,0.002773,0.002773
75,7424.97,0.46134,0.34371,0.88222,0.90617,0.90175,0.94705,0.86332,0.50032,0.39178,0.93854,0.002674,0.002674,0.002674
76,7526.37,0.45354,0.34403,0.88011,0.91092,0.89724,0.94731,0.86318,0.50083,0.39135,0.93925,0.002575,0.002575,0.002575
77,7627.39,0.45756,0.34305,0.88238,0.91127,0.8974,0.94742,0.86344,0.50085,0.39124,0.93964,0.002476,0.002476,0.002476
78,7728.8,0.45039,0.33463,0.87888,0.91089,0.89772,0.94746,0.86336,0.5008,0.39134,0.93993,0.002377,0.002377,0.002377
79,7829.82,0.4543,0.33785,0.88081,0.9108,0.89789,0.94754,0.86346,0.50103,0.39167,0.94037,0.002278,0.002278,0.002278
80,7930.83,0.44348,0.32999,0.87571,0.91166,0.89697,0.94727,0.8632,0.50105,0.39171,0.9404,0.002179,0.002179,0.002179
81,8031.88,0.4445,0.32875,0.87946,0.90876,0.89844,0.94711,0.86338,0.50077,0.39229,0.94019,0.00208,0.00208,0.00208
82,8132.79,0.44862,0.33126,0.88002,0.90719,0.90101,0.94703,0.86319,0.50044,0.39243,0.94014,0.001981,0.001981,0.001981
83,8234.12,0.44358,0.32707,0.87857,0.90717,0.90045,0.94693,0.86345,0.50051,0.39254,0.94016,0.001882,0.001882,0.001882
84,8335.29,0.43849,0.32452,0.87578,0.90735,0.89945,0.94684,0.86369,0.50031,0.39256,0.94042,0.001783,0.001783,0.001783
85,8436.55,0.44122,0.32177,0.87618,0.90823,0.89886,0.94655,0.86345,0.50031,0.39259,0.94033,0.001684,0.001684,0.001684
86,8537.06,0.43089,0.31677,0.87496,0.90687,0.89995,0.94645,0.86329,0.49974,0.39222,0.94015,0.001585,0.001585,0.001585
87,8637.11,0.43092,0.31569,0.87338,0.91055,0.89835,0.94648,0.86366,0.49982,0.3922,0.94041,0.001486,0.001486,0.001486
88,8738.1,0.42423,0.31117,0.87218,0.90977,0.89854,0.94633,0.8636,0.5,0.39217,0.94064,0.001387,0.001387,0.001387
